1809
(0,9521441.972222222,2487469.2502253796)
(1,9521399.272222223,2487471.684962964)
(2,9521554.572222222,2487245.2122331415)
(3,9521555.794444446,2487200.720660851)
(4,9521595.244444445,2487621.9354126262)
(5,9521614.322222222,2487625.2849152633)
(6,9521548.05,2487554.745670535)
(7,9521545.216666667,2487674.4426574316)
(8,9521479.544444444,2487647.0344926985)
(9,9521542.627777778,2487761.926414641)
(10,9521244.272222223,2487348.987419476)
(11,9521040.183333332,2487342.229003734)
(12,9520941.433333332,2487449.9419751433)
(13,9520936.544444446,2487416.3202029974)
(14,9521226.672222221,2487301.0954291867)
(15,9521482.872222222,2487158.8701715632)
(16,9521486.083333334,2487189.91866514)
(17,9521069.172222221,2487273.6335009313)
(18,9520963.127777778,2487630.574763821)
(19,9521091.58888889,2487654.28678935)
(20,9521452.794444444,2487342.952066133)
(21,9521354.777777778,2487570.1801376906)
(22,9521099.8,2487641.2798650325)
(23,9520884.894444445,2487250.8492787615)
(24,9521665.688888889,2487082.6721326215)
(25,9521658.75,2487329.7155802283)
(26,9521847.9,2487397.8380891415)
(27,9521811.700000001,2487384.4173003337)
(28,9521791.677777778,2487449.3591112155)
(29,9521698.844444444,2487454.1105568996)
(30,9521986.105555555,2487396.399358753)
(31,9521942.516666666,2487329.494234004)
(32,9521667.561111111,2487399.73426136)
(33,9521641.688888889,2487525.1972344145)
(34,9522098.35,2487391.6109658144)
(35,9522026.438888889,2487225.5046568327)
(36,9522178.805555554,2487224.6044960576)
(37,9522159.038888888,2487388.8146601957)
(38,9522214.944444444,2487386.0699998112)
(39,9522106.505555555,2487541.2294045486)
(40,9521958.566666666,2487198.2562732412)
(41,9521961.477777777,2487110.843485098)
(42,9522055.194444444,2487129.1643682886)
(43,9521913.944444444,2487089.3645038726)
(44,9521876.144444445,2487204.099968761)
(45,9522076.144444443,2487056.39692288)
(46,9522239.333333332,2487223.4608489294)
(47,9522664.45,2485226.447055876)
(48,9520105.177777778,2485955.233254224)
(49,9520139.166666666,2486000.533351627)
(50,9520623.077777779,2486812.615789913)
(51,9520588.772222223,2486951.8775804476)
(52,9520671.438888889,2486885.076989891)
(53,9518214.766666668,2487076.0609166496)
(54,9518160.933333332,2487103.693673356)
(55,9518201.81111111,2487110.2605803064)
(56,9518017.655555556,2487213.470526385)
(57,9517927.744444445,2487100.7865229403)
(58,9517993.522222223,2487481.9108474352)
(59,9518159.577777779,2487638.1885942696)
(60,9518095.177777776,2487606.294532612)
(61,9519780.883333333,2486704.017883432)
(62,9520232.45,2486802.410627385)
(63,9518990.611111112,2486670.5901644803)
(64,9517300.3,2486185.515414917)
(65,9517568.944444444,2486774.171066853)
(66,9517325.0,2486200.9837719286)
(67,9517672.761111112,2486940.6323009464)
(68,9519214.744444445,2487582.508493621)
(69,9519177.044444444,2487593.567835852)
(70,9518813.916666666,2487651.3725921023)
(71,9519259.91111111,2487572.4156228746)
(72,9519218.988888888,2487564.1524381666)
(73,9519261.805555556,2487574.7839080333)
(74,9519264.866666665,2487587.9902121103)
(75,9519218.266666666,2487543.1107647964)
(76,9520226.41111111,2487605.6674208026)
(77,9520249.605555555,2487398.1774818893)
(78,9520347.594444444,2487655.9025080786)
(79,9520395.755555557,2487690.8432157966)
(80,9520515.55,2487791.325854761)
(81,9520727.85,2487855.081818462)
(82,9521307.311111111,2488167.091771086)
(83,9521322.822222222,2488167.711433195)
(84,9521475.666666666,2488098.751405712)
(85,9517318.41111111,2485756.853977547)
(86,9519048.383333333,2485431.96348541)
(87,9519110.844444444,2485399.0215088055)
(88,9519126.81111111,2485421.1280135093)
(89,9519164.211111112,2485399.6046199114)
(90,9519152.833333334,2485377.498016791)
(91,9520543.255555555,2486855.4359153714)
(92,9519635.866666665,2486662.406610443)
(93,9519289.177777776,2485417.5703124003)
(94,9519347.494444445,2485535.4897329626)
(95,9519386.394444445,2485530.1975922654)
(96,9519371.172222221,2485514.586850611)
(97,9520153.233333332,2486394.2750227815)
(98,9520101.816666666,2486379.5673887744)
(99,9519979.05,2486295.2762120757)
(100,9521475.255555555,2485019.010020447)
(101,9521691.85,2484924.072608495)
(102,9522632.4,2485208.8718696777)
(103,9523055.833333334,2485197.091070709)
(104,9523148.65,2485176.6960482355)
(105,9523159.366666665,2485183.531306034)
(106,9523200.516666668,2485210.8058076166)
(107,9523423.577777779,2485200.848233399)
(108,9523521.605555555,2485185.767894771)
(109,9524099.633333335,2485546.251139272)
(110,9524001.211111112,2485703.299993654)
(111,9523875.683333334,2486174.4602324953)
(112,9524072.983333332,2486249.447526229)
(113,9524078.577777779,2486260.8936686493)
(114,9524124.516666666,2486453.392913738)
(115,9524191.405555556,2486557.2293672017)
(116,9524291.427777778,2486638.9479960166)
(117,9524362.694444444,2486842.8179271063)
(118,9521190.127777778,2485086.855060644)
(119,9521149.605555555,2485120.515177638)
(120,9519655.177777778,2485047.76178849)
(121,9522583.583333334,2485169.727913708)
(122,9521512.805555554,2485000.3489611265)
(123,9521475.744444445,2485006.763708393)
(124,9521236.055555556,2485049.880333055)
(125,9522584.844444444,2485182.43146499)
(126,9523222.955555554,2485208.834962457)
(127,9520666.48888889,2486908.0990583547)
(128,9520299.0,2486455.746987804)
(129,9520382.272222223,2486525.6971485377)
(130,9520362.577777777,2486491.0358228465)
(131,9520337.049999999,2486471.2735165865)
(132,9521621.622222222,2488110.488253439)
(133,9523421.672222223,2487872.403936993)
(134,9524127.788888888,2486577.463600955)
(135,9524198.333333334,2486562.4170726947)
(136,9524077.177777776,2486725.16651521)
(137,9524060.077777777,2486865.69261842)
(138,9523364.861111112,2487756.688352606)
(139,9523380.544444444,2487742.243076082)
(140,9523370.788888888,2487769.923670245)
(141,9523352.627777778,2487793.229250247)
(142,9520510.727777777,2486356.5870823227)
(143,9520419.85,2486413.3808588665)
(144,9520351.855555555,2486453.0386955957)
(145,9520266.216666667,2486514.635364326)
(146,9520274.044444444,2486507.669157683)
(147,9520717.577777779,2486380.526744089)
(148,9520572.105555555,2486356.6534995493)
(149,9522585.33888889,2486687.776320808)
(150,9522320.5,2486647.2422784804)
(151,9522205.0,2486627.5027483697)
(152,9522127.95,2486614.7439587503)
(153,9521709.811111111,2486545.562544052)
(154,9521072.122222222,2486440.080197446)
(155,9523171.55,2485426.582658055)
(156,9523079.23888889,2485668.7508642985)
(157,9517909.655555556,2487297.037389424)
(158,9517794.316666666,2487132.3592634876)
(159,9517869.405555556,2487245.8762833592)
(160,9517857.166666666,2487252.5979421027)
(161,9518024.46111111,2487509.733112)
(162,9518000.394444443,2487445.013452611)
(163,9518109.611111112,2487624.3848288786)
(164,9520912.527777778,2487889.246465517)
(165,9520404.916666666,2487342.3987020617)
(166,9520412.222222222,2487308.5400787396)
(167,9519716.755555555,2486846.588569153)
(168,9519683.944444444,2486974.360682264)
(169,9519553.66111111,2487102.4540764377)
(170,9519696.127777778,2486921.8163220477)
(171,9519691.461111112,2486904.623618503)
(172,9519693.977777777,2486874.886738063)
(173,9519705.58888889,2486905.0368344113)
(174,9519709.783333333,2486879.587095847)
(175,9519475.555555556,2486861.7596550034)
(176,9519499.694444446,2486915.5812070104)
(177,9519491.338888887,2486402.7394561926)
(178,9519471.788888888,2486486.6819236237)
(179,9519450.333333334,2486604.966378856)
(180,9520752.077777779,2486232.5550073516)
(181,9520415.277777778,2486579.271542594)
(182,9520605.094444444,2486462.4918833342)
(183,9520696.788888888,2486469.1629742524)
(184,9520844.288888888,2486480.9111562404)
(185,9521063.33888889,2486526.7524074833)
(186,9520675.783333333,2485555.359196952)
(187,9520738.633333333,2485750.041672116)
(188,9520807.15,2486104.254068251)
(189,9520852.288888888,2486738.0578375044)
(190,9520798.827777779,2486053.028681441)
(191,9521975.127777778,2486701.2064219294)
(192,9522068.33888889,2486736.331125464)
(193,9522163.177777778,2486769.625566919)
(194,9521307.394444443,2486553.8200897234)
(195,9521591.71111111,2486601.4095486645)
(196,9521689.038888888,2486620.108705509)
(197,9521806.055555554,2486651.5001030103)
(198,9521932.705555554,2486684.832024424)
