398
(0,9520059.566666666,2497895.5545345116)
(1,9520107.244444445,2497895.687052879)
(2,9520313.638888888,2497900.288382806)
(3,9520304.144444445,2497896.909166532)
(4,9520010.427777778,2497563.0030144774)
(5,9520011.372222222,2497610.4328857237)
(6,9520011.9,2497659.283254015)
(7,9520011.61111111,2497697.671125888)
(8,9520010.888888888,2497758.8893609177)
(9,9520010.405555556,2497828.0359559297)
(10,9520010.105555555,2497895.186427919)
(11,9520009.894444445,2497917.4789128094)
(12,9520009.333333332,2497989.442889959)
(13,9520008.483333334,2498033.592537647)
(14,9520007.183333334,2498127.41932737)
(15,9520006.283333333,2498176.043638673)
(16,9520004.733333334,2498290.818638055)
(17,9520004.255555557,2498352.154532994)
(18,9520003.55,2498464.29003278)
(19,9519778.394444443,2497662.640548372)
(20,9519834.777777778,2497662.0073746145)
(21,9519920.422222223,2497661.499363051)
(22,9519959.744444445,2497660.24774013)
(23,9520060.705555556,2497659.430503815)
(24,9520093.622222222,2497657.803393262)
(25,9519807.072222224,2497826.1806725934)
(26,9519833.677777778,2497783.2733663823)
(27,9519873.972222222,2497763.873661858)
(28,9519994.144444443,2497705.791881486)
(29,9520061.122222222,2497674.0229369486)
(30,9520109.855555555,2497651.40538313)
(31,9520140.738888888,2497636.07662947)
(32,9520165.855555557,2497624.429100307)
(33,9520210.08888889,2497618.2224725205)
(34,9520363.116666665,2497518.753368397)
(35,9519778.505555555,2497708.0963182696)
(36,9519797.311111111,2497707.7429222846)
(37,9519835.061111111,2497707.249640345)
(38,9519923.366666667,2497706.763720773)
(39,9519959.15,2497706.6459220825)
(40,9520058.944444444,2497828.264185179)
(41,9520060.0,2497758.6905777613)
(42,9520058.477777777,2497608.9235598035)
(43,9520052.516666666,2497559.976970008)
(44,9519960.755555555,2497563.3048825557)
(45,9519915.02222222,2497563.754003324)
(46,9519833.716666665,2497564.0264208172)
(47,9519793.594444444,2497564.5491678575)
(48,9519779.627777778,2497564.2546624886)
(49,9519778.883333333,2497614.990310899)
(50,9519778.71111111,2497753.1761824926)
(51,9519781.272222223,2497825.797836262)
(52,9519777.46111111,2497868.859371957)
(53,9519782.311111111,2497924.7673846544)
(54,9519779.238888888,2498032.606039985)
(55,9519775.66111111,2498127.8021398988)
(56,9519774.716666667,2498175.292744612)
